Code	Waypoint Name
GC1AP25	Sri Lanka
GC1AP2B	Elba
GC1AP2V	Indonesia
GC1AP4X	Alcatraz
GC1AP65	Taiwan
GC1AP73	Kagoshima
GC1AP81	New Zealand
GC1AP8X	Ancient History
GC1AP96	Marshall Islands
GC1APB3	How Puzzling #6
GC1APB6	Tahiti
GC1APCM	Sullivan's Island
GC1APCV	Jamaica
GC1APD8	Willow Walk
GC1APP2	Barbados
GC1APPT	Bahamas
GC1APRH	Mallorca
GC1APVT	Easter Island
GC1APWJ	Fiji
GC1APWX	Tonga
GC1APX1	Trinidad
GC1APXN	Truk
GC1APZ1	Malta
GC1APZ7	Svalbard
GC1AQ06	Canary Islands
GC1AQ6B	Saint Lucia
GC1AQH4	United Kingdom
GC1AQJP	Limnos Island
GC1AQK9	Johnnys Place
GC1AQKT	No Weighting
GC1AQKZ	Channel Islands
GC1AQM2	Aegean Islands
GC1AQMC	Muffs Place
GC1AQMT	Grenada
GC1AQMW	Dirty or Clean
GC1AQN1	Cyprus Island
GC1AQNT	Family 1
GC1AQNZ	La Palma
GC1AQP0	Family 2
GC1AQPB	Family 3
GC1AQQ3	Midway
GC1AQQT	Ibiza
GC1AQT0	Starhill Forest
GC1AQTT	Turtle Island
GC1AQV4	Three Fallen Trees
GC1AQV5	Baltra
GC1AQX0	The Gudgel Oak
GC1AQXZ	Coyote Run Buffalo Ranch
GC1AQYD	The Long Nine
GC1AQYR	Kure
GC1AR02	Okinawa
GC1AR0C	Tsugen Shima
GC1AR11	Luzon
GC1AR12	April Fool!!
GC1AR2P	Treasure Island
GC1AR3P	Isla Nublar
GC1AR9R	Bills Place
GC1ARA8	Splish Splash
GC1ARAD	Cave Holler
GC1ARAK	Unsinkable!
GC1ARAQ	Grannys Place
GC1ARAZ	Grandmas Place
GC1ARBA	Jakes Place
GC1ARGT	Thirsty anyone?
GC1ARH2	Rocky Mountain
GC1ARWQ	Van Noy Murder Site
GC1ARYC	The Council Ring
GC1ARYR	Hill Prairie Winery
GC1AT04	Long Island
GC1AT0D	Crete
GC1AT0M	Caymans
GC1AT0Q	Minorca
GC1AT0X	Martinique
GC1AT65	St. Thomas
GC1AT6K	Grand Turk Island
GC1AT6V	Curacao
GC1AT72	Aruba
GC1AT7G	St. Kitts
GC1ATHJ	Egg Gone Camo
GC1ATM6	Hanging in the Tie (pronounced TEE)
GC1ATP6	Quick And Safe
GC1ATQ4	New Saw & Grist Mill
GC1ATQM	On the Prairie
GC1ATRY	Distilling at New Salem
GC1ATTM	Huron / Miller's Ferry
GC1ATV3	Phantom of the Opera
GC1ATVP	Phantom of the Forest
GC1AVEX	Pull My Finger
GC1AVJH	Egg Gone Camo 2
GC1AVME	Fried - Ticky-Tacky
GC1AVMN	Charles Was Here!
GC1AVNF	Oakford Horse Racing Track
GC1AVXX	Trapline #2
GC1AXAA	Music Beyond the Pond
GC1AXBD	rock split
GC1AXZP	River Heritage
GC1AZA6	Low Down Dirty Cache
GC1AZK3	Hopper road
GC1AZTN	To Heaven by Air
GC1B00T	I-70 Rest Stop
GC1B06D	Our Geo Anniversary
GC1B0JZ	Jeremiah's Opus
GC1B10P	On the Trail with Lincoln - Lake View
GC1B12F	Calvary Cemetery
GC1B13H	Boo Boo's Bison
GC1B17K	The Goat Brothers Cache
GC1B17T	CAN'T YOU HEAR MY HEART BEAT
GC1B23G	Potters Jail
GC1B25Z	Simply Fabius
GC1B2EF	Cameron Cave
GC1B2EW	Lover's Leap
GC1B2F4	Mark Twain Cave
GC1B2FH	Lighthouse on Limestone
GC1B2QZ	Tram Law - Sedalia
GC1B2YF	The Old Concord
GC1B2ZK	Bobtown
GC1B2ZM	Lover's Lane
GC1B2ZN	Witter Nature Preserve
GC1B311	Weeping Abe
GC1B31B	Ann Rutledge Tulip Tree
GC1B31F	Marbold House
GC1B31H	B.F. Stephenson Memorial
GC1B31J	Chautauqua Park
GC1B31K	Downtown Petersburg
GC1B3AR	Bed Of Bones
GC1B3E1	RT66:MO - Vernelle's Motel
GC1B4CH	Trolls R us
GC1B4CM	Neighbor to a Benchmark
GC1B4CP	Chronicles of the hidden parking lot
GC1B597	Wildlife Paradise in the Suburbs
GC1B5CD	One Two Three Strikes your Out
GC1B5D3	Lone Soldier
GC1B5T0	Cave Farm Road Box #1
GC1B6CR	Water Conservation
GC1B6WW	Western Diamondback Rattlesnake
GC1B74H	Chinaberry
GC1B7BF	Squishee Stop #8
GC1B7RR	Fried Fish (H2o Required!)
GC1B870	Take Me Out to the Ball Game
GC1B8BP	Another rock bridge
GC1B8CA	Riverside Post
GC1B8DF	Miss Softball
GC1B8VQ	The Lower 48 - KTB Park
GC1B9DC	Egg Gone Camo 3 (The River View)
GC1B9EY	The Fence Post Cache
GC1B9H0	slamalamadingdong
GC1BAJ4	ForKay Fur MudderNSon
GC1BBBQ	Near the Erratic Rock
GC1BBBZ	Along the Ridge
GC1BBHY	Watch the River Flow
GC1BC8A	Cash Is A Cache - Relocated
GC1BCKC	Lego My Geo
GC1BDAM	Small cache in a Small Park
GC1BDBN	Are you hungry?
GC1BDRJ	Gone to the Dogs
GC1BDT9	SLAGA Peace of Trash Cache
GC1BEHV	Hollowed Bend
GC1BEQ0	1980's Movie Cache Bad Boys
GC1BEWE	Go Take A Walk! Part Nine
GC1BEX4	Swing Batter Batter Swing!
GC1BEYT	Loving Memory
GC1BEZ7	Fourche A DU Clos Valley Roadside Park
GC1BG1G	Love That Cedar Grove!
GC1BGDZ	Restaurant Tour
GC1BHQ7	Mohawk Country II
GC1BJJE	Hannah's Cache
GC1BKBD	Don't Get Locked Out of Church
GC1BM2B	Search and Rescue
GC1BMBQ	Totally Tubular .5--Asphalt Jungle Edition
GC1BMEX	Irreconcilable Differences 80's Movies Cache
GC1BMJC	Popeye
GC1BMJG	History Rock Revisited, v. 2
GC1BN98	Have you seen our rocket?
GC1BNQ8	Angie Made Me Do It  1
GC1BNQF	Angie Made Me Do It  2
GC1BNQK	Angie Made Me Do It  3
GC1BNQV	Angie Made Me Do It  4
GC1BNR7	Angie Made Me Do It  5
GC1BNRA	Angie Made Me Do It  6
GC1BNVW	Home Run!
GC1BNX7	Historical & Hollow Cache
GC1BP3D	Down by the Creek
GC1BP3V	Sphinx Cache
GC1BP46	Strawberry Creek Cache
GC1BP4H	Heritage Cache
GC1BPAA	Story of Chuck
GC1BQZ3	Pontiac Square Park
GC1BR0A	So Long Kansas
GC1BR18	Standing Hollow
GC1BRKG	Angie Made Me Do It  7
GC1BRKJ	Angie Made Me Do It  8
GC1BRKN	Angie Made Me Do It  9
GC1BRKT	Angie Made Me Do It  10
GC1BRKV	Angie Made Me Do It  11
GC1BRKY	Angie Made Me Do It  12
GC1BRWC	Kelly's Bestfriend
GC1BT18	Trailside Jungle
GC1BT19	Thorny Problem
GC1BTTY	Second Round Restaurant Tour
GC1BTV2	old bridges cache
GC1BTX1	Auxvasse Creek at Johnson's Hill
GC1BV6V	Sub...Wei
GC1BVQM	3 Billy Goats Gruff
GC1BW0N	Let's Go Biking
GC1BW1C	G - 54
GC1BW9D	The Palisade
GC1BW9X	Heard It Through The Grapevine
GC1BWAN	Orb Spider
GC1BWB2	Tippetts Mound Group
GC1BWGY	Treant
GC1BWVE	Look Both Ways!
GC1BWWN	Doughnut Entrée at Temple Columbine
GC1BX3D	HT#07 Florissant Valley Voodoo
GC1BX6B	The Burger  Geocache Box
GC1BXV5	Fried Dandelions
GC1BYG5	Slanted
GC1BYGX	w00t there it is!
GC1BYH7	SMALLEST PARK IN CAPE
GC1BYQ9	Family 4
GC1BYQH	Family 5
GC1BYQV	Not Another Madison County Micro
GC1BYR1	Not Another Madison County Micro 2
GC1BYR4	Not Another Madison County Micro 3
GC1BYRC	Not Another Madison County Micro 4
GC1BYRJ	Not Another Madison County Micro 5
GC1BYRR	Not Another Madison County Micro 6
GC1BYWN	BLACKJACK
GC1BYXB	Find Me!
GC1BZT2	Let's Go Biking 3
GC1BZV3	AJ'S THUNDER
GC1C07T	Take a break
GC1C0CX	YouCanHearMeNow?
GC1C0FK	Runge Cache
GC1C0JG	Daddy Daughter Day
GC1C0JP	Yundi Tsundi
GC1C178	Grant's Challenge
GC1C1V8	Dismal Swamp
GC1C1VD	What Big Teeth You Have
GC1C1VM	Leave Your Mark
GC1C2FP	Chukfi
GC1C2G5	COTTONBELT
GC1C2GK	To Those Who Served
GC1C2KQ	Back of the Boulevard (Park)
GC1C2Q9	Riverside Park Cache Part 1 : )
GC1C332	Riverside Park Cache Part 2 : )
GC1C383	Solider JK #15
GC1C3FJ	Iliniwek
GC1C3KX	If You Cache It, They Will Come
GC1C3VV	Shoreline Trail 1
GC1C3W1	Shoreline Trail 2
GC1C3WN	Wallys New Home : )
GC1C3ZC	Riverside Park Cache Part 3 : )
GC1C5A4	Ludwig
GC1C5K9	Loch Ness Monster
GC1C61J	i think i can
GC1C6J5	Urban Trails - Austin Bluffs Trail
GC1C801	Double Header
GC1C8J4	CJs cache
GC1C8JM	Foxys cache
GC1C8ND	Chevy's Make it Better
GC1C8Q0	Which Way do I go
GC1C9EE	Bison in a Blanket
GC1C9M1	Don't Bark Up The Wrong Tree
GC1C9M9	Stockade
GC1C9MJ	Fallen Acorn
GC1C9MM	150
GC1C9PF	KB's Anniversary Cache
GC1C9WR	Old Cahokia Creek
GC1C9WW	Mound 34
GC1CA9V	Please DO NOT feed the horses II
GC1CAA9	Mr. Barky McBark
GC1CAJ3	Arrested Development Nano
GC1CB9Y	The Andis Tree
GC1CBM7	Rolling Hills Park Scout Trail Cache
GC1CCC3	Celestial Dollars #11552
GC1CCM3	North Augusta Under Ground
GC1CDTM	I must be Nuts
GC1CDZE	J.C.'S 1st Cache
GC1CE21	Sacred Heart Micro
GC1CECG	Spanish Lake Hideaway
GC1CEZT	It Must be a Witch
GC1CFPC	In Memory of Dad
GC1CFWQ	Alf's Geocache Box #1
GC1CGC8	Green Monster on Broadway
GC1CGPC	A Faust Entrance at the Old Plank Road
GC1CJ3P	Gone Geo-Fishin'
GC1CKAD	Holy Toledo!
GC1CKKT	Far Out
GC1CKMA	Pine Cone Forest
GC1CKMT	Honeysuckle Hideaway
GC1CM2K	The Flood of 2008 Memorial Cache
GC1CMCG	Story Cache
GC1CMKE	I Like To Ride My Bicycle
GC1CMQ9	Dock Fit for the Queens
GC1CMVD	8th Judicial Circuit Road
GC1CMW3	Stagecoach Stop
GC1CNBG	Rubicon Cemetery
GC1CND5	Homer Simpson's Front Yard?
GC1CP16	What is the score Jimmy
GC1CP2Z	Slow & Steady Wins The Race
GC1CPMM	Gryphon Legend
GC1CPZV	CARD SHARK
GC1CQ0Q	Lunar Micro
GC1CQ5H	ME-MO
GC1CR2Q	Alf's geocache box # 2
GC1CR9D	Trails West Quick-Stop
GC1CRTT	Tower-ing View
GC1CTCB	Maude Edenfield Park Nano
GC1CTT7	Remembering the Country Editor
GC1CTVP	Pool of Tears
GC1CTVT	California Redwood
GC1CTW9	wooden shoe island
GC1CTWR	BBC's STS: The Meadow
GC1CTWV	BBC's STS: Bullseye!
GC1CTWZ	See What CCC Did
GC1CTXF	BBC's STS: Monarch-Chesterfield #1
GC1CTXZ	BBC's STS: Boone's Crossing
GC1CTYC	He Built His Own
GC1CTYD	BBC's STS: Big Muddy
GC1CTYP	BBC's STS: Weldon Spring
GC1CTZ1	BBC's STS: Weldon Spring Horse Trail
GC1CTZH	Docker's Appointment
GC1CV0H	Uncle Charles' Low Water Crossing
GC1CV2K	Dulany's Three
GC1CV33	Lakeside Stroll
GC1CV3D	Omni Station
GC1CV3M	A Cache for the Fallen
GC1CV43	Centralia Massacre
GC1CV4K	Mayor Shelley's Cache
GC1CV4W	A Nut for Baseball
GC1CVEN	Kehias Park
GC1CVEV	Do you want fries with that?
GC1CVF3	Near Moweaqua
GC1CWFJ	BBC's STS: The Shed
GC1CWYW	Castle on the River Geocache
GC1CX2T	Markings on a Stone
GC1CX6R	Have You Got a Minute?
GC1CXHT	Cobra's first cache
GC1CXHY	BBC's STS: Little Hills
GC1CXHZ	BBC's STS: The End
GC1CXJ5	BBC's STS: TROVA!
GC1CXZR	Madden U and Secret Tick Breeding Facility
GC1CY4N	BBC's STS: Half Way There
GC1CY75	Welcome to My Little Retirement Hideaway
GC1CYME	A Safe View
GC1CYR3	Itchin' for a Cache!!
GC1CZ2E	Cache at the Loo
GC1CZ33	Heroes' Dough
GC1CZ3G	Miner Tribute
GC1CZ54	Three Tree Hill
GC1CZFW	Where the Flowers Grow
GC1CZNZ	Two Roads Diverged
GC1CZVW	A Railfanner's Delight
GC1D08M	Mr. Bojangles
GC1D0KX	FrOg  HoLLoW
GC1D0Q5	BBC's STS: OSP
GC1D0QB	BBC's STS: Cul-Cul
GC1D0QH	BBC's STS: Silver Bend
GC1D0QN	BBC's STS: Park 40 Hike
GC1D0QT	BBC's STS: Park 40 Corner
GC1D0QZ	BBC's STS: Popcorn
GC1D0R2	BBC's STS: The Saint
GC1D202	Urban Trails - Rock Island Trail
GC1D273	Headwaters
GC1D2EJ	East of the Square
GC1D35Q	TRACKABLES ONLY! Douglas Hart TB/GC Hotel
GC1D3JZ	Piatt Point
GC1D3PE	lets watch some baseball
GC1D40P	Miranda's Hide
GC1D421	Klondike Goldrush P449
GC1D4A1	Dead Horse Pond
GC1D4A2	Play Ball at Curly Slide Park
GC1D4MA	Drive By
GC1D4N9	The Liberty Tree
GC1D5FB	A Cache for Uncle Wallace
GC1D5FH	Not a Keeper
GC1D5VJ	Just This
GC1D5YZ	Steps Into The Water
GC1D6MC	Cedar Alien
GC1D7EC	Sub-Terranea
GC1D7JM	In Honor of Our Fathers (2008)
GC1D7P3	The Cowardly Lion
GC1D7T4	Biker Babe
GC1D7VG	Hole in One Series Final
GC1D7VK	Eagle (#1 in Hole in One Series)
GC1D7VR	Birdie (#2 in Hole in One Series)
GC1D7VX	Par (#3 in Hole in One Series)
GC1D7W0	Bogey (#4 in Hole in One Series)
GC1D8DZ	Horseshoes and Hand Grenades
GC1D8G7	SARA (without the H)
GC1D8GV	Old 121 Travel Bug Inn
GC1D8T4	I-57 south bound TB hotel
GC1D8ZR	Turtle Rescue
GC1D9MH	SPRING FEVER 2
GC1DA4B	Illinois Central
GC1DA4H	Body Parts
GC1DAVV	Moores Mill #1
GC1DAVY	MOORES MILL #2
GC1DAWA	Welcome to Reform
GC1DBGM	Millenium Hide
GC1DBNV	All Roads Lead To Home
GC1DBQ4	Alf's Geocache Box # 3
GC1DC2T	Welcome Home
GC1DC4T	Where's Obediah Hiding These Days?
GC1DCA6	Sundale Park
GC1DCZV	Where's Wall-ee #1
GC1DDAJ	Dad's Day Off
GC1DEB1	Quatro Columns
GC1DEYW	Reptilian Heaven
GC1DFFX	Two Bits
GC1DGCR	Where's Wall-ee #2
GC1DGE3	Not Quite Warrensburg
GC1DGEM	Hav-A-Rest
GC1DH6D	Road to Nowhere
GC1DHG8	Coffee and Cakes
GC1DHKW	Meridian! Meridian!
GC1DKA3	overlook restbit
GC1DMEA	Can You Hear Me Now???
GC1DMN7	The Graduate
GC1DMRY	3 Little Pigs
GC1DMWX	SuperGoober's Hiawatha Treat Revised III
GC1DMY9	Sassy's Cache
GC1DMYQ	Big Bad Wolf
GC1DMZX	Combinations
GC1DN1M	Wildey Odd Micro
GC1DN5W	Concrete Wasteland
GC1DP25	General Lyon
GC1DP6N	Desi's Cache
GC1DP91	The Ultimate Answer
GC1DQ4M	Keychain Exchange by the Lake
GC1DQ9H	In Memory Of Our Good Friend
GC1DQEY	A View from a Bench
GC1DQF5	The 12-Legged Tree
GC1DQFF	Life is Short...Blaze It
GC1DRVR	What's Shaking? - New Madrid, MO
GC1DT61	Fireworks Galore
GC1DTCV	Fairy-ly Easy
GC1DTD0	I'm The Only One
GC1DTP1	marrowbone
GC1DV4Z	Davison Park Micro
GC1DV53	Diamonds
GC1DV55	Let there be...
GC1DV5B	Sappy
GC1DV5F	End of the bike Trail??
GC1DV6R	Leroy fights for Independence
GC1DV7B	Niekamp Rules
GC1DV8B	The L&CC
GC1DVQE	Habsieger Memorial Park Cache
GC1DVV0	Mighty Casey, Has Struck Out!!
GC1DWZN	Urban Trails - Templeton Gap Trail
GC1DX6E	Long Ball
GC1DX6H	Rodeo
GC1DX6Q	Skeeters
GC1DX70	I Spy
GC1DX73	Don't Fence Me In
GC1DX77	A Little Off the Trail
GC1DXAM	Sticks and Stones #2
GC1DXBB	Fultz Field
GC1DYGQ	Race to the TOP
GC1DZ3D	Dont get stumped at the duck hole
GC1DZ7G	Not a River View
GC1DZ9T	BBC's CRS - Old Stumpy!
GC1DZAA	BBC's CRS - Hill Top
GC1DZB1	BBC's CRS - The Bend
GC1DZBB	BBC's CRS - Femme Osage Ridge #1
GC1DZBN	BBC's CRS - Femme Osage Ridge #3
GC1DZBW	BBC's CRS - Smells Like Chicken
GC1DZC6	BBC's CRS - The Cedar that Wouldn't Budge!
GC1DZCA	BBC's CRS - I'm an Outcast!!
GC1DZCM	BBC's CRS - Callaway Creek #2
GC1DZCY	BBC's CRS - Ref 2 Rel
GC1DZD5	BBC's CRS - The Old Bridge
GC1DZDQ	BBC's CRS - Femme Osage Ridge #5
GC1DZEF	BBC's CRS - Brandt
GC1DZEQ	BBC's CRS - Paul
GC1DZEV	BBC's CRS - Shawnee Valley
GC1DZG3	BBC's STS: The Prairie
GC1DZJ4	The puzzle at West Ely Park
GC1DZMB	Walnut Soccer
GC1DZNC	BBC's CRS - SCC ROW SIGN
GC1DZNP	BBC's CRS - Scenic Overlook
GC1DZP0	BBC's CRS - Boone Valley Golf Stop
GC1DZP7	BBC's CRS - Femme Osage Ridge #2
GC1DZPG	BBC's CRS - Femme Osage Ridge #4
GC1DZPQ	BBC's CRS - Pine Tree?
GC1DZPV	BBC's CRS - Stumped Again!
GC1DZPY	Third times a charm
GC1DZQ0	BBC's CRS - Callaway Creek #1
GC1DZQ7	BBC's CRS - Callaway Creek #3
GC1DZQB	BBC's CRS - Callaway Creek #4
GC1DZQF	BBC's CRS - The Quarry
GC1DZQJ	Sticks and Stones #3
GC1DZQQ	BBC's CRS - Femme Osage Ridge #6
GC1DZR1	BBC's CRS - Joerling
GC1DZRW	BBC's CRS - Old Bridge#2
GC1E0B1	Fabricate This
GC1E0G3	Y'all Geocachin'?
GC1E0GV	Am I Legal Now?
GC1E0QG	Lightening Bug Cache
GC1E0RK	The Trolls Bridge
GC1E1DQ	A Bison in Bunnyland
GC1E1MV	Reserved for D M K
GC1E1N2	Continental Custom
GC1E2AT	The Scenic Monticello Foothills ELV 651
GC1E2DD	Borka Borka!
GC1E2H4	Don't have a coronary
GC1E30N	A drive in the park
GC1E33C	For the Love of Lucy
GC1E33X	No More Spam
GC1E36T	At the Crossing
GC1E37N	Schematic
GC1E3AE	Hanging out around the playground
GC1E48P	Quonset-Old North St. Louis #3
GC1E490	Hyde Park-Old North St. Louis #4
GC1E4E7	RT66:IL Gettin' Cozy
GC1E4Z1	Round and Round we go
GC1E57V	It's the End of the Line Partner
GC1E5WF	The Dreaded Wedge
GC1E6BE	Horsing Around
GC1E6F3	East Steet Band
GC1E6FF	Old Time TV Show:  I Love Lucy
GC1E6H3	Old Time TV Show:  The Love Boat
GC1E6WC	CYHMN? #1-Lone Elk
GC1E6X3	CYHMN? #2-Tyson
GC1E6Y1	JBirds Nest
GC1E79F	Prairie Doggin
GC1E79M	Stuck Between a Rock and a Hard Place
GC1E79R	Cache 22
GC1E7A1	Middle of Nowhere
GC1E7AR	Dead Coyote Trail
GC1E7EN	High Ridge Joy 2
GC1E7ZD	Bethel School
GC1E88M	Arkansas Bullfrog
GC1E8AG	Hinkson Creek Bridge joy
GC1E8AM	Mexico Gravel Bridge joy
GC1E8GM	SW
GC1E8JJ	Cuivre River Cache #1
GC1E8Q2	Water ?? What Water??
GC1E8W4	CYHMN? #3-Twin Oaks
GC1E9D7	Horseshoes and Hand Grenades #2
GC1EA13	Enter The Batcave
GC1EAB0	Lemay Park Geocache
GC1EAH8	Don't Lose Your Head!
GC1EAJ4	Nutin
GC1EAKN	Ninian Trail
GC1EB9W	Have you been there?
GC1EBN4	The TORTOISE and the Hare
GC1EBN8	The HARE and the Tortoise
GC1EBNA	Take Your Thyme
GC1EBXZ	You Belong to the City 01
GC1EC1P	Dads quail cache
GC1EC5B	Baker Baseball Field
GC1EC62	Ne-Co Fields
GC1EC6B	Barber Schoolhouse
GC1ECVN	Squirrel's Delight
GC1ED9W	Hidden in Plain Sight
GC1EDBK	Pioneer Days
GC1EDEB	Fit for a King?
GC1EDED	Always a Tom Boy
GC1EDVM	*55
GC1EDW0	Pick Me Up
GC1EDW4	Meet Me Here
GC1EENP	Mount Pleasant Cemetery Off Set
GC1EF08	Barlow School the 1st
GC1EF0E	Barlow School
GC1EFHY	potato salad cache
GC1EFRE	RTY's CRS CITO-Where's the sign?
GC1EFT4	Stash Your Trash Cache
GC1EFTB	RTY's CRS CITO-Dry Fork Crossing
GC1EFTQ	RTY's CRS CITO-Bridge on Dry Fork
GC1EFVE	Who are they?
GC1EFX5	Vern the Varmit
GC1EFXW	RTY's CRS CITO-The Fork is still Dry
GC1EFYE	Caching Butterflies
GC1EFZ3	Give Me a Sign
GC1EFZF	I'm Stumped, Dude!
GC1EG0P	RTY's CRS CITO-Scenic Intersection
GC1EG0T	RTY's CRS CITO-View from the bluffs
GC1EG0X	RTY's CRS CITO-Heggemann and Hatchery
GC1EG13	RTY's CRS CITO-Orchard View
GC1EG16	RTY's CRS CITO-Scenic Farmland
GC1EG19	RTY's CRS CITO-Smith Creek Bridge
GC1EG1B	RTY's CRS CITO-Tree Loar
GC1EG1C	RTY's CRS CITO-Old Shed
GC1EGBZ	Backside tattoo
GC1EGHT	Prairie School
GC1EGJ5	Liberty School
GC1EGKV	Brick School
GC1EGRR	Walnut Grove Hands of Time
GC1EGXB	Symbol of Remembrance
GC1EHX4	Old Sundown School
GC1EHXR	Oak Grove
GC1EHXX	North Union
GC1EHY6	Burner School
GC1EHYA	New Porterville School
GC1EHYE	Old Muddy Creek School
GC1EJBR	MMCM Filbert U. Ruff Memorial Cache
GC1EJCG	Hinkson Bridge joy #1
GC1EJDD	It's in the Details
GC1EJFX	PhD Felidae
GC1EJND	Rt66:Il The Ariston Story
GC1EJTE	Life Scout
GC1EJTJ	Eagle Scout
GC1EJV6	Second Class Scout
GC1EJVE	Star Scout
GC1EK66	You Belong to the City 02
GC1EKK6	The Stable at the Lemp Wagon House
GC1EM15	Stemler Woods
GC1EM84	An Old Road
GC1EM9V	Solid Pink
GC1EMQ1	Genevieve cache
GC1EN66	Road Not Taken
GC1ENCN	Rt66:Il  Montana For President
GC1ENJ3	A GA Cache(r) in Illinois?
GC1ENJG	jgooose's micros #1
GC1ENPT	Where's Wall-ee #3
GC1ENPV	View to a Squirrel
GC1EPKQ	Places I have been
GC1EPPJ	What's the Point?
GC1EPTX	First Class Scout
GC1EQ7E	Christy Park-Firehouse
GC1EQCA	Mother Goose
GC1EQCY	The Troll's Cache
GC1EQEQ	6 Quarters
GC1EQZ1	Morgan County Historical Museum
GC1ER5G	They Come and They Go!
GC1ER78	Riding North and South
GC1ER7M	A park  by the rode
GC1ET88	Churchside TB Inn
GC1ETWF	Rest Stop TB Hotel
GC1EVAM	See You At The Pole
GC1EVY3	Kid's Treasure Hunt
GC1EWC1	Femme Osage Evangelical Cemetery
GC1EYW9	Shady Rest
GC1EYWF	Go no Further
GC1EYWJ	Duck, Duck, Goose!!
GC1EYX9	America's First Vietnam Veteran's Memorial
GC1EZ82	Power to the Squirrels!!
GC1EZ8R	St. Thomas Ferry
GC1EZAX	CHOLERA CEMETERY
GC1EZBT	Politics As Usual
GC1EZPD	Glennhurst
GC1EZRP	Fill it up
GC1F010	Old Jefferson School
GC1F0QD	The Three Stooges
GC1F0X9	Behind The Cats Tail
GC1F1A3	Black Gold
GC1F1BB	Willow Branch Cemetery
GC1F1BJ	Family Rock Farm
GC1F1BT	Bement 5K Turnaround
GC1F1C1	Misty's Brew Crew
GC1F1PT	It's Elementary, my dear Watson
GC1F1RQ	The Orphan Trail II Cache
GC1F1V2	For the Love of Flight
GC1F1WE	Estate Planning
GC1F24K	Fresh Food Fast
GC1F2BE	At the market
GC1F2FD	Hey man, what time is it?
GC1F2N9	Places I want to go to
GC1F3PH	YES SIR!
GC1F407	Are you Philatelic?
GC1F45Z	I've Been Everywhere
GC1F47B	The Kingdom
GC1F4V8	Big Brick School
GC1F4VD	Freeport School
GC1F4VK	Jones School
GC1F4VT	The New Hardenville School
GC1F4W6	Mound School
GC1F4WD	Moyer School
GC1F4WM	Victor School
GC1F4YV	Old 51 Stop
GC1F50P	RAMbunctious
GC1F58D	RT66:MO - Shangri-La and ?
GC1F5AQ	Man Coverage
GC1F5XZ	Little Prairie School
GC1F5ZE	Irwin's Hunt
GC1F619	Leprahauns Luck
GC1F6CE	Green Monster: Xchange
GC1F6CQ	Green Monster: Kiener Plaza
GC1F6FA	Macon County Illinois
GC1F7M4	Stuck in a rock, not a hard place
GC1F7ZT	K-9Cache
GC1F84T	Lower Meramec Park Cache
GC1F84X	Booneslick Boo
GC1F856	McNair Trail Nano
GC1F85M	Rest and/or Find Me
GC1F85Q	Big Piney
GC1F922	JCX Black Forest Cache
GC1F939	Pariie Hill School
GC1F93G	Mount North School
GC1F941	#6 School
GC1F943	East McDaniel School
GC1F94A	Blazing Star School
GC1F95K	Minnie Ha Ha revisited
GC1F95N	Lancelot's Travel Bug Resort and Coin Exchange
GC1F9FV	Slippery Rock
GC1F9KW	Hanging in There
GC1FAT3	Shadows and Tall Trees
GC1FB9E	Treasure Hunt Cemetary
GC1FBRZ	Too Much Time On My Hands!
GC1FCHR	Built to fit, built to last.
GC1FCHZ	Berry nice cache
GC1FCMZ	Bear's and Dale's TB Hotel
GC1FCWB	Whistlin' Again
GC1FDDW	I might Fright but I won't Bite
GC1FDXF	Cotton Wood School
GC1FE9M	Words of Wisdom
GC1FEA9	Go Braves
GC1FEAH	Anna's Cache
GC1FEEQ	Mom's Old Threshers Cache #2
GC1FEFF	Alton's Old # 5
GC1FEY1	The Road Stops Here # 2
GC1FGZ7	Could Be Worse 2.0
GC1FH39	GET YOUR KICKS
GC1FHBY	MAKING IT GREEN
GC1FHG2	Rock of Faith
GC1FJCG	Fitness Log
GC1FJDE	Key to the Meramec
GC1FJJB	Squirreled Away 1
GC1FJNG	Pingtown Church
GC1FJRN	The coordinates are good!
GC1FJT8	Water Under the Bridge
GC1FKFE	Bridging the Gap in Elsah
GC1FKK1	Market 'N Main
GC1FKKM	Ash Creek Bridge
GC1FKT4	Bridge to School
GC1FM43	Westvleteren
GC1FM8C	Bridge over Troubled Waters
GC1FM8F	Zingg
GC1FM8N	Zion Church
GC1FMEZ	Back Pew
GC1FMN0	Horseshoe Lake
GC1FN76	Jefferson City Steeplechase
GC1FN7R	RHL
GC1FN9T	Why can't you find me?
GC1FP59	Cave Farm Road Box # 2
GC1FP5K	Cave Farm Road Box # 3
GC1FP5N	Cave Farm Road Box # 4
GC1FPVD	Milton Park Cache
GC1FPZJ	At the Pasture
GC1FQ06	A Bridge Not Too Far
GC1FQ7Z	MamaG is Back!
GC1FQTJ	RIF Cache
GC1FQTR	WALL-EZY
GC1FQVA	Jaycee Park
GC1FQVR	Little Prairie Nature Trail
GC1FRJB	The wanderlust gnome
GC1FRQ5	Alex #1
GC1FRWK	Germantown's 1st Cache
GC1FV20	Emerald Valley
GC1FV4N	Micro Cache Craze - Final
GC1FVBH	A nice county Cemetery on a hill, with a view.
GC1FVEA	Littlest Monkey's Birthday Cache
GC1FVF3	Micro Cache Craze - Sanders Park
GC1FVF6	Micro Cache Craze - Zero Gravity
GC1FVF7	Micro Cache Craze - Wrong Exit
